query_image_id,query_identity,query_split,rank,cand_image_id,cand_identity,score,hit
9600ad79499696.jpg,happywhale__19fbb960f07d,train,1,f495bff4e6a84f.jpg,happywhale__fcc7ade0c50a,0.12716981768608093,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,2,3a1e8f7cf6cd1d.jpg,happywhale__114207cab555,0.10364116728305817,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,3,71a509bdec372e.jpg,happywhale__fd92aac78676,0.09661589562892914,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,4,abd6a4fe625599.jpg,happywhale__19c2bfaa0819,0.09543287754058838,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,5,d6b3ad21cdcec0.jpg,happywhale__8ca0a04df7a1,0.08895044028759003,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,6,2d286d978c7229.jpg,happywhale__a7310896653d,0.08662489056587219,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,7,c1a6d89e54e9fa.jpg,happywhale__ce6e37904aa4,0.08153095096349716,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,8,219cf35eac247b.jpg,happywhale__fa633c922517,0.08065138012170792,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,9,0557489599cb0a.jpg,happywhale__8390b7d8ab6f,0.07936829328536987,0
9600ad79499696.jpg,happywhale__19fbb960f07d,train,10,3cdbcf7dd053a6.jpg,happywhale__58555c55b575,0.07661771774291992,0
de085ed935e203.jpg,happywhale__9e89f8e28807,train,1,5005284b3a7e0d.jpg,happywhale__73e13d5e4ada,0.10535430908203125,0
de085ed935e203.jpg,happywhale__9e89f8e28807,train,2,b8d41c967a740e.jpg,happywhale__82156b30e667,0.10293971002101898,0
de085ed935e203.jpg,happywhale__9e89f8e28807,train,3,95ba31addb464a.jpg,happywhale__52a2c490b25a,0.09467440843582153,0
de085ed935e203.jpg,happywhale__9e89f8e28807,train,4,4390f15cf8aa98.jpg,happywhale__4b8534134eb8,0.09170714020729065,0
